,Node,longitude,latitude,isHighPriority
488,IA160457877,-92.8837071,42.00191,False
489,IA160457882,-92.8756273,42.0049354,False
490,IA160458132,-92.8837071,42.0040606,False
491,IA160459992,-92.9196671,42.0038495,True
492,IA160459995,-92.9123983,42.0045989,True
493,IA160460002,-92.9055659,42.0037455,False
494,IA160461840,-92.9146188,42.0491442,True
495,IA160461961,-92.9223286,41.8840542,False
496,IA160462316,-92.9171975,41.9493994,False
497,IA160462324,-92.9608563,41.9494746,False
498,IA160462336,-92.9997472,41.9495293,False
499,IA160462490,-92.893518,42.0431321,False
500,IA160462512,-92.9015607,42.0479417,False
501,IA160462518,-92.9015619,42.0491954,False
502,IA160462745,-92.9113087,42.0466942,False
503,IA160462747,-92.9113112,42.0479088,False
504,IA160462749,-92.9113137,42.0491496,False
505,IA160462927,-92.9167877,41.9348078,False
506,IA160465124,-92.8630811,41.8769166,False
507,IA160465129,-92.8582023,41.8768894,False
508,IA160465503,-92.9080386,42.047915,False
509,IA160465504,-92.9096639,42.0479143,False
510,IA160465505,-92.9129518,42.0479032,False
511,IA160466534,-92.8932364,42.0068679,False
512,IA160466545,-92.893346,42.0180394,False
513,IA160466550,-92.8934475,42.028389,True
514,IA160467142,-92.8935584,42.0443043,False
515,IA160467158,-92.8838716,42.0443589,False
516,IA160467436,-92.9124013,42.0210773,True
517,IA160467443,-92.9220713,42.0211317,False
518,IA160467949,-92.908042,42.0491472,False
519,IA160468069,-92.9127821,42.038169,False
520,IA160468893,-92.7882658,41.8809947,False
521,IA160469060,-92.917886,42.0491404,False
522,IA160469063,-92.9162396,42.0491461,False
523,IA160469066,-92.912955,42.0491447,False
524,IA160469418,-92.912306,42.0179472,True
525,IA160469684,-92.8237166,42.0069753,False
526,IA160469696,-92.8513743,42.0071874,False
527,IA160469701,-92.8620147,42.0070737,False
528,IA160470195,-92.8925158,42.049202,False
529,IA160470298,-92.7756871,42.0067232,False
530,IA160470450,-92.8399982,42.0226488,False
531,IA160470593,-92.8836989,41.999842,False
532,IA160470601,-92.883566,42.0068346,False
533,IA160470616,-92.8839061,42.0283999,False
534,IA160470638,-92.8839096,42.049246,False
535,IA160470771,-92.9096654,42.0491484,True
536,IA160471338,-92.9123834,42.0069672,True
537,IA160471389,-92.9080351,42.0466885,False
538,IA160472428,-92.8515189,42.007511,True
539,IA160472453,-92.8616566,42.0141783,False
540,IA160472459,-92.8623778,42.0210242,False
541,IA160473145,-92.9221727,42.0071376,True
542,IA160473169,-92.9220819,42.0178088,True
543,IA160473175,-92.922245,42.0284881,False
544,IA160473577,-92.8653577,41.9348606,False
545,IA160473629,-92.8627355,41.9779426,False
546,IA160475163,-92.9318672,42.0073344,True
547,IA160475223,-92.9126224,42.0284152,True
548,IA160475230,-92.916241,42.0479086,False
549,IA160475233,-92.9178836,42.0479019,False
550,IA160475239,-92.9274354,42.0478819,False
551,IA160475319,-92.9096624,42.0466906,False
552,IA160476375,-92.9273168,42.0418446,False
553,IA160477628,-92.862929,41.9348564,False
554,IA160477641,-92.8237276,41.9346794,False
555,IA160477663,-92.7854422,41.9346975,False
556,IA160478745,-92.7857409,42.0494993,False
557,IA160478948,-92.8242602,41.9780898,False
558,IA160478971,-92.7854376,41.9780707,False
559,IA160479246,-92.9178738,42.0430166,False
560,IA160480168,-92.9341167,42.0285955,False
561,IA160482143,-92.9129487,42.0466978,False
562,IA160765605,-92.5521555,41.7012678,False
563,IA160765626,-92.552134,41.70609,False
564,IA160765670,-92.7079782,41.7315785,False
565,IA160765679,-92.7176645,41.731609,False
566,IA160768089,-92.7346578,41.7388905,True
567,IA160768174,-92.7269693,41.6950122,False
568,IA160768177,-92.726601,41.69505,False
569,IA160768839,-92.7342007,41.69597,False
570,IA160768862,-92.7272784,41.6973673,True
571,IA160769212,-92.452575,41.69526,False
572,IA160769348,-92.5458025,41.696576,False
573,IA160769367,-92.552168,41.697996,False
574,IA160770139,-92.5581791,41.696692,False
575,IA160770174,-92.5524667,41.6978386,False
576,IA160770256,-92.451837,41.695521,False
577,IA160770395,-92.7273349,41.7270082,False
578,IA160771067,-92.552464,41.6952686,False
579,IA160771094,-92.5582909,41.6964927,False
580,IA160771110,-92.552186,41.694997,False
581,IA160771121,-92.551552,41.695195,False
582,IA160771136,-92.545741,41.696354,False
583,IA160771421,-92.7335963,41.6956539,False
584,IA160771453,-92.7272354,41.694995,False
585,IA160771479,-92.552189,41.693297,False
586,IA160776620,-92.727554,41.848987,False
587,IA160778526,-92.721588,41.696049,False
588,IA160779420,-92.707992,41.7432114,True
589,IA160779426,-92.7080025,41.7461103,False
590,IA160779433,-92.7080103,41.7490214,False
591,IA160779449,-92.707971,41.760655,False
592,IA160781104,-92.522188,41.659551,False
593,IA160781105,-92.522596,41.659558,False
594,IA160781142,-92.5519583,41.65987,False
595,IA160781180,-92.590702,41.660025,False
596,IA160781609,-92.7257752,41.7432415,False
597,IA160781611,-92.7257772,41.7447055,False
598,IA160781613,-92.7258045,41.7461568,False
599,IA160781983,-92.590798,41.6522157,False
600,IA160782015,-92.590815,41.688077,False
601,IA160782021,-92.590797,41.694705,False
602,IA160782023,-92.590795,41.695071,False
603,IA160782038,-92.590802,41.702474,False
604,IA160782101,-92.590651,41.73336,False
605,IA160782645,-92.590952,41.745769,False
606,IA160782737,-92.591355,41.804735,False
607,IA160783557,-92.571673,41.68803,False
608,IA160783591,-92.571504,41.688028,False
609,IA160783636,-92.552177,41.688005,False
610,IA160783674,-92.507936,41.68794,False
611,IA160783682,-92.503254,41.687945,False
612,IA160783720,-92.4548751,41.6882554,False
613,IA160784197,-92.7273825,41.7534335,False
614,IA160784304,-92.474334,41.716649,False
615,IA160784320,-92.47393,41.716924,False
616,IA160784787,-92.474586,41.7169,False
